Actual,Predicted,Difference
381000,374298.71,6701.29
228700,247342.65,-18642.65
196600,228305.57,-31705.57
214500,217359.59,-2859.59
492500,527145.32,-34645.32
209800,272336.97,-62536.97
225900,260775.91,-34875.91
30000,87657.01,-57657.01
464900,448168.87,16731.13
587600,496516.99,91083.01
249300,241709.31,7590.69
371800,357596.99,14203.01
310200,320021.65,-9821.65
614000,532698.49,81301.51
283300,301592.6,-18292.6
239400,274729.36,-35329.36
460900,416695.07,44204.93
191400,243713.66,-52313.66
390800,236610.91,154189.09
441000,412512.89,28487.11
255600,308768.04,-53168.04
250100,262024.76,-11924.76
241300,259295.16,-17995.16
353800,345347.67,8452.33
425100,372069.44,53030.56
217200,271633.28,-54433.28
551500,551110.3,389.7
360900,350140.59,10759.41
297600,302454.69,-4854.69
259500,330812.77,-71312.77
255800,276754.77,-20954.77
194600,255484.85,-60884.85
587400,552364.12,35035.88
253300,351596.89,-98296.89
238500,254334.15,-15834.15
553100,517536.41,35563.59
430400,535097.93,-104697.93
505700,551303.71,-45603.71
545500,435034.24,110465.76
253500,272390.97,-18890.97
380100,364823.28,15276.72
667100,447571.6,219528.4
241100,283831.67,-42731.67
211000,212182.7,-1182.7
164900,212334.22,-47434.22
284600,308725.15,-24125.15
256000,273146.48,-17146.48
226300,233659.62,-7359.62
337700,320472.98,17227.02
326100,340085.87,-13985.87
756500,721307.07,35192.93
314800,352634.15,-37834.15
506000,450061.71,55938.29
289000,318685.99,-29685.99
444300,639674.24,-195374.24
243900,295309.31,-51409.31
488100,416531.61,71568.39
233200,271864.57,-38664.57
425000,389680.62,35319.38
413500,448676.28,-35176.28
345300,253840.1,91459.9
273200,363517.76,-90317.76
256900,300677.1,-43777.1
263800,243232.56,20567.44
171500,226769.1,-55269.1
399300,403225.88,-3925.88
322000,334078.79,-12078.79
220500,277547.26,-57047.26
450500,427097.42,23402.58
465500,428245.23,37254.77
418300,266468.28,151831.72
444000,422184.43,21815.57
369600,364938.28,4661.72
505000,483607.23,21392.77
504200,489143.49,15056.51
239000,265924.56,-26924.56
243900,273014.85,-29114.85
466800,365173.12,101626.88
446100,368590.79,77509.21
452700,434652.78,18047.22
230600,254199.96,-23599.96
127700,177249.55,-49549.55
224800,315128.29,-90328.29
434900,409069.57,25830.43
484900,466465.29,18434.71
389700,350134.13,39565.87
671000,599093.24,71906.76
563200,550929.46,12270.54
265800,293566.51,-27766.51
420400,373546.42,46853.58
491100,477128.22,13971.78
573500,560415.38,13084.62
480500,395762.07,84737.93
281700,292624.73,-10924.73
1005800,970383.17,35416.83
378000,371641.56,6358.44
276400,338325.1,-61925.1
298600,287313.89,11286.11
599000,559018.26,39981.74
356700,348342.62,8357.38
240400,270305.33,-29905.33
219600,291359.57,-71759.57
331400,354093.38,-22693.38
615700,757125.45,-141425.45
332100,309153.14,22946.86
151500,250613.82,-99113.82
451900,474931.05,-23031.05
583300,401377.09,181922.91
577300,560013.91,17286.09
660400,422598.4,237801.6
275600,317124.4,-41524.4
430700,403349.78,27350.22
600000,675578.97,-75578.97
316500,302245.83,14254.17
