Actual,Predicted,Difference
182800,201402.0,-18602.0
295000,293309.0,1691.0
252600,256750.0,-4150.0
1045500,836092.0,209408.0
347500,359067.0,-11567.0
247900,244311.0,3589.0
397900,355550.0,42350.0
202400,226096.0,-23696.0
138600,233603.0,-95003.0
504400,461291.0,43109.0
476100,423589.0,52511.0
306200,308994.0,-2794.0
272200,278420.0,-6220.0
269100,284748.0,-15648.0
283100,305620.0,-22520.0
56500,109491.0,-52991.0
253500,251440.0,2060.0
525900,545691.0,-19791.0
395700,390803.0,4897.0
986900,941288.0,45612.0
474600,380151.0,94449.0
409300,321103.0,88197.0
528200,476781.0,51419.0
472000,452559.0,19441.0
390200,397981.0,-7781.0
249700,243278.0,6422.0
630100,585209.0,44891.0
367800,372234.0,-4434.0
207300,203779.0,3521.0
315900,279036.0,36864.0
400200,416552.0,-16352.0
326100,305535.0,20565.0
269400,275844.0,-6444.0
486300,451040.0,35260.0
371100,367616.0,3484.0
238800,256229.0,-17429.0
475300,574475.0,-99175.0
108800,153972.0,-45172.0
306700,309522.0,-2822.0
331200,338004.0,-6804.0
245600,264401.0,-18801.0
258200,227755.0,30445.0
488800,484327.0,4473.0
149600,158287.0,-8687.0
404200,407508.0,-3308.0
510000,516599.0,-6599.0
547900,561568.0,-13668.0
363200,350011.0,13189.0
598500,478953.0,119547.0
462400,445620.0,16780.0
576200,595393.0,-19193.0
251600,242684.0,8916.0
359600,333892.0,25708.0
566800,548836.0,17964.0
513500,478931.0,34569.0
317800,291250.0,26550.0
262200,249985.0,12215.0
491900,494012.0,-2112.0
385600,361778.0,23822.0
552500,520211.0,32289.0
454300,441309.0,12991.0
723100,695734.0,27366.0
463500,463199.0,301.0
422700,434451.0,-11751.0
334700,322856.0,11844.0
244500,241297.0,3203.0
273500,282182.0,-8682.0
245600,237001.0,8599.0
544800,503413.0,41387.0
392000,347398.0,44602.0
378500,375483.0,3017.0
317100,331787.0,-14687.0
273000,274826.0,-1826.0
456100,449059.0,7041.0
240900,234850.0,6050.0
250500,255629.0,-5129.0
224500,213391.0,11109.0
302900,323620.0,-20720.0
289800,279161.0,10639.0
545100,537150.0,7950.0
269900,262772.0,7128.0
459900,478860.0,-18960.0
334400,344578.0,-10178.0
131100,152091.0,-20991.0
438400,441505.0,-3105.0
458000,369308.0,88692.0
232500,234074.0,-1574.0
320900,270124.0,50776.0
444200,439079.0,5121.0
397000,396542.0,458.0
456500,458044.0,-1544.0
290700,278122.0,12578.0
575400,719701.0,-144301.0
303700,326382.0,-22682.0
377200,373423.0,3777.0
427800,474333.0,-46533.0
439000,430612.0,8388.0
904800,881471.0,23329.0
465000,473438.0,-8438.0
494700,577850.0,-83150.0
302700,281394.0,21306.0
233900,233998.0,-98.0
222600,299581.0,-76981.0
327700,319287.0,8413.0
311200,325700.0,-14500.0
365800,359688.0,6112.0
259700,274050.0,-14350.0
281300,238008.0,43292.0
243200,232616.0,10584.0
343600,339392.0,4208.0
224300,236822.0,-12522.0
454100,461667.0,-7567.0
360700,372108.0,-11408.0
790600,825313.0,-34713.0
210300,167502.0,42798.0
289500,287450.0,2050.0
264600,292924.0,-28324.0
429400,421954.0,7446.0
798900,754592.0,44308.0
163300,189779.0,-26479.0
647700,580245.0,67455.0
483800,457833.0,25967.0
148500,161370.0,-12870.0
433700,266514.0,167186.0
330400,299096.0,31304.0
429000,540028.0,-111028.0
464300,525187.0,-60887.0
365200,366322.0,-1122.0
325600,472025.0,-146425.0
549200,534126.0,15074.0
415300,412980.0,2320.0
339900,269967.0,69933.0
347400,365718.0,-18318.0
341100,345430.0,-4330.0
610300,577945.0,32355.0
282500,276563.0,5937.0
285000,255019.0,29981.0
243300,238467.0,4833.0
221400,232370.0,-10970.0
289000,284403.0,4597.0
362200,288186.0,74014.0
352900,358960.0,-6060.0
442300,432499.0,9801.0
673400,692609.0,-19209.0
589400,647196.0,-57796.0
146400,218435.0,-72035.0
354500,353867.0,633.0
297100,306385.0,-9285.0
236200,235475.0,725.0
603400,471657.0,131743.0
386800,411848.0,-25048.0
274000,271398.0,2602.0
526200,470496.0,55704.0
347800,428906.0,-81106.0
419800,415122.0,4678.0
664500,648308.0,16192.0
268900,274175.0,-5275.0
214800,222623.0,-7823.0
405500,400904.0,4596.0
1190000,1045035.0,144965.0
366200,363188.0,3012.0
600400,578763.0,21637.0
290500,358545.0,-68045.0
432300,450443.0,-18143.0
629800,613523.0,16277.0
374400,381037.0,-6637.0
268600,272587.0,-3987.0
246200,247033.0,-833.0
230800,219902.0,10898.0
489700,502482.0,-12782.0
365300,352915.0,12385.0
292200,219108.0,73092.0
228300,200158.0,28142.0
484100,460103.0,23997.0
244600,233090.0,11510.0
252700,248644.0,4056.0
346800,276098.0,70702.0
432800,424415.0,8385.0
438800,564972.0,-126172.0
367700,375517.0,-7817.0
396300,354916.0,41384.0
242100,245572.0,-3472.0
430500,402260.0,28240.0
263300,275225.0,-11925.0
176000,180639.0,-4639.0
844900,773987.0,70913.0
590100,612735.0,-22635.0
267900,272608.0,-4708.0
113200,143814.0,-30614.0
339400,346624.0,-7224.0
236000,245562.0,-9562.0
392100,336795.0,55305.0
653300,622080.0,31220.0
777500,863553.0,-86053.0
488500,445146.0,43354.0
268200,255772.0,12428.0
