date,Actual,Predicted,Difference
2024-09-01,506300,506937.65,-637.6500000000233
2024-09-01,549400,551373.0,-1973.0
2024-09-01,344500,345691.08,-1191.0800000000163
2024-09-01,2230000,1264834.0,965166.0
2024-09-01,246300,246238.89,61.10999999998603
2024-09-01,364900,361845.11,3054.890000000014
2024-09-01,390100,388166.72,1933.280000000028
2024-09-01,303800,301045.69,2754.3099999999977
2024-09-01,526900,526680.96,219.04000000003725
2024-09-01,248200,247342.13,857.8699999999953
2024-09-01,200600,199392.25,1207.75
2024-09-01,216500,216037.39,462.60999999998603
2024-09-01,357200,354994.97,2205.030000000028
2024-09-01,478900,477284.11,1615.890000000014
2024-09-01,268900,268558.0,342.0
2024-09-01,281300,281264.37,35.63000000000466
2024-09-01,1020200,997551.91,22648.089999999967
2024-09-01,423800,423973.11,-173.10999999998603
2024-09-01,481000,484720.0,-3720.0
2024-09-01,254800,255357.0,-557.0
2024-09-01,382000,380008.19,1991.8099999999977
2024-09-01,634600,638527.02,-3927.0200000000186
2024-09-01,247200,248270.32,-1070.320000000007
2024-09-01,784500,749348.0,35152.0
2024-09-01,549100,546190.45,2909.5500000000466
2024-09-01,393600,397583.79,-3983.789999999979
2024-09-01,433800,436665.28,-2865.280000000028
2024-09-01,1335600,1253964.0,81636.0
2024-09-01,517700,514988.1,2711.9000000000233
2024-09-01,473300,472385.67,914.3300000000163
2024-09-01,432800,432611.38,188.61999999999534
2024-09-01,367200,367236.03,-36.03000000002794
2024-09-01,516400,512577.3,3822.7000000000116
2024-09-01,268200,267520.67,679.3300000000163
2024-09-01,273700,271964.0,1736.0
2024-09-01,820000,824376.58,-4376.579999999958
2024-09-01,215800,215723.95,76.04999999998836
2024-09-01,318200,317971.83,228.1699999999837
2024-09-01,244200,244535.18,-335.179999999993
2024-09-01,331300,330803.67,496.3300000000163
2024-09-01,295200,295709.62,-509.61999999999534
2024-09-01,311600,311468.24,131.7600000000093
2024-09-01,215600,214932.03,667.9700000000012
2024-09-01,526600,525664.42,935.5799999999581
2024-09-01,530800,527966.44,2833.560000000056
2024-09-01,320800,322345.05,-1545.0499999999884
2024-09-01,315900,316406.88,-506.88000000000466
2024-09-01,310600,314774.33,-4174.330000000016
2024-09-01,232400,232227.63,172.36999999999534
2024-09-01,166300,169187.28,-2887.279999999999
2024-09-01,388100,388175.6,-75.59999999997672
2024-09-01,435500,435381.57,118.42999999999302
2024-09-01,293700,293140.12,559.8800000000047
2024-09-01,324300,325289.29,-989.289999999979
2024-09-01,334000,332725.67,1274.3300000000163
2024-09-01,605800,609841.67,-4041.670000000042
2024-09-01,203400,203743.43,-343.429999999993
2024-09-01,631200,627395.67,3804.329999999958
2024-09-01,524000,514371.0,9629.0
2024-09-01,377700,378719.71,-1019.710000000021
2024-09-01,236100,238452.53,-2352.529999999999
2024-09-01,437800,437881.33,-81.3300000000163
2024-09-01,531200,533051.58,-1851.579999999958
2024-09-01,161300,161817.72,-517.7200000000012
2024-09-01,491300,499139.83,-7839.830000000016
2024-09-01,428300,427894.38,405.61999999999534
2024-09-01,252700,253070.72,-370.72000000000116
2024-09-01,355000,355616.0,-616.0
2024-09-01,321400,321858.9,-458.9000000000233
2024-09-01,235500,236482.67,-982.6700000000128
2024-09-01,245000,244430.69,569.3099999999977
2024-09-01,176100,176522.18,-422.179999999993
2024-09-01,256600,256655.94,-55.94000000000233
2024-09-01,267500,266151.33,1348.6699999999837
2024-09-01,267900,268105.11,-205.10999999998603
2024-09-01,292100,297327.67,-5227.669999999984
2024-09-01,454700,455591.67,-891.6699999999837
2024-09-01,364900,363920.45,979.5499999999884
2024-09-01,536700,527824.33,8875.670000000042
2024-09-01,600100,601097.03,-997.0300000000279
2024-09-01,336300,336732.56,-432.5599999999977
2024-09-01,381900,391482.67,-9582.669999999984
2024-09-01,497900,497574.13,325.86999999999534
2024-09-01,268900,268958.41,-58.40999999997439
2024-09-01,347400,348695.14,-1295.140000000014
2024-09-01,318800,317825.78,974.2199999999721
2024-09-01,347400,347007.92,392.0800000000163
2024-09-01,500200,503429.17,-3229.1699999999837
2024-09-01,610500,604403.66,6096.339999999967
2024-09-01,275000,281714.9,-6714.900000000023
2024-09-01,292100,291668.0,432.0
2024-09-01,469400,468603.83,796.1699999999837
2024-09-01,277800,276750.33,1049.6699999999837
2024-09-01,545600,539019.07,6580.930000000051
2024-09-01,376500,377512.33,-1012.3300000000163
2024-09-01,329300,328847.87,452.13000000000466
2024-09-01,344900,345994.41,-1094.4099999999744
2024-09-01,411100,410726.85,373.1500000000233
2024-09-01,365100,364968.88,131.11999999999534
2024-09-01,638900,639301.11,-401.10999999998603
2024-09-01,238000,236543.67,1456.3299999999872
2024-09-01,449900,448938.43,961.570000000007
2024-09-01,275500,273491.87,2008.1300000000047
2024-09-01,258600,258858.01,-258.0100000000093
2024-09-01,430000,430010.38,-10.380000000004657
2024-09-01,467500,467240.94,259.0599999999977
2024-09-01,313500,313129.82,370.179999999993
2024-09-01,440600,441963.33,-1363.3300000000163
2024-09-01,236800,237002.0,-202.0
2024-09-01,245800,246978.67,-1178.6700000000128
2024-09-01,549000,544742.82,4257.180000000051
2024-09-01,237000,237133.67,-133.6700000000128
2024-09-01,366200,365599.7,600.2999999999884
2024-09-01,547700,546408.57,1291.4300000000512
2024-09-01,444000,448119.33,-4119.330000000016
2024-09-01,659800,653059.83,6740.170000000042
2024-09-01,340300,339987.56,312.4400000000023
2024-09-01,187100,187251.0,-151.0
2024-09-01,312000,312001.5,-1.5
2024-09-01,650000,646577.1,3422.9000000000233
2024-09-01,350200,350688.2,-488.20000000001164
2024-09-01,289200,289685.22,-485.21999999997206
2024-09-01,264400,264553.81,-153.80999999999767
2024-09-01,324800,320517.33,4282.669999999984
2024-09-01,184600,184356.0,244.0
2024-09-01,359300,355133.33,4166.669999999984
2024-09-01,637800,655578.67,-17778.670000000042
2024-09-01,250200,249009.48,1190.5199999999895
2024-09-01,800000,815046.87,-15046.869999999995
2024-09-01,374800,375578.35,-778.3499999999767
2024-09-01,299500,299191.67,308.3300000000163
2024-09-01,255700,255702.27,-2.2699999999895226
2024-09-01,262600,259775.52,2824.4800000000105
2024-09-01,536600,520346.0,16254.0
2024-09-01,242300,309710.0,-67410.0
2024-09-01,357600,365301.33,-7701.330000000016
2024-09-01,996800,998680.58,-1880.579999999958
2024-09-01,345400,344555.24,844.7600000000093
2024-09-01,293100,293473.0,-373.0
2024-09-01,881900,844381.31,37518.689999999944
2024-09-01,426800,441194.0,-14394.0
2024-09-01,250300,249918.13,381.86999999999534
2024-09-01,1025800,1022141.82,3658.180000000051
2024-09-01,413500,417022.03,-3522.030000000028
2024-09-01,144000,144255.68,-255.67999999999302
2024-09-01,407300,407531.96,-231.96000000002095
2024-09-01,198900,199974.1,-1074.1000000000058
2024-09-01,281000,281334.34,-334.3400000000256
2024-09-01,290400,290243.6,156.40000000002328
2024-09-01,625100,623196.22,1903.780000000028
2024-09-01,177200,177408.68,-208.67999999999302
2024-09-01,224600,222324.32,2275.679999999993
