Actual,Predicted,Difference
154200,153917.0,283.0
143700,144441.0,-741.0
529800,531412.0,-1612.0
332900,333804.0,-904.0
156200,155951.0,249.0
358900,366102.0,-7202.0
451600,448787.0,2813.0
244800,244959.0,-159.0
368600,366761.0,1839.0
259900,258001.0,1899.0
435800,434824.0,976.0
240500,241514.0,-1014.0
295000,294964.0,36.0
645300,631599.0,13701.0
443600,441879.0,1721.0
464000,462504.0,1496.0
345800,344510.0,1290.0
456000,455930.0,70.0
268700,267231.0,1469.0
479400,479497.0,-97.0
244200,245122.0,-922.0
618500,606521.0,11979.0
712200,706348.0,5852.0
437600,439525.0,-1925.0
455600,453877.0,1723.0
238200,237073.0,1127.0
485600,488894.0,-3294.0
400200,397081.0,3119.0
406100,396104.0,9996.0
247200,246664.0,536.0
274900,273649.0,1251.0
440800,449079.0,-8279.0
542900,523158.0,19742.0
456800,451502.0,5298.0
180500,179147.0,1353.0
140800,141744.0,-944.0
268200,268989.0,-789.0
551200,512503.0,38697.0
364300,363134.0,1166.0
250200,252416.0,-2216.0
339300,337651.0,1649.0
495100,501185.0,-6085.0
394500,399687.0,-5187.0
369100,368213.0,887.0
490700,488748.0,1952.0
246500,245162.0,1338.0
376100,379567.0,-3467.0
243800,244178.0,-378.0
480000,478751.0,1249.0
571500,582645.0,-11145.0
145000,204185.0,-59185.0
240600,240861.0,-261.0
392600,391978.0,622.0
3275000,2013101.0,1261899.0
331200,329499.0,1701.0
535400,546217.0,-10817.0
201500,201767.0,-267.0
258900,261263.0,-2363.0
308300,306232.0,2068.0
326300,318546.0,7754.0
233600,233942.0,-342.0
539100,477330.0,61770.0
242100,242366.0,-266.0
228700,230377.0,-1677.0
594800,583748.0,11052.0
191400,191987.0,-587.0
406000,404005.0,1995.0
289400,289506.0,-106.0
260900,260391.0,509.0
274300,271931.0,2369.0
238800,235853.0,2947.0
377300,375951.0,1349.0
492800,480683.0,12117.0
446900,447373.0,-473.0
306600,307966.0,-1366.0
102100,103089.0,-989.0
375300,373181.0,2119.0
83000,84521.0,-1521.0
219900,218976.0,924.0
308800,303420.0,5380.0
415200,414939.0,261.0
248200,248276.0,-76.0
267300,264164.0,3136.0
339000,337931.0,1069.0
612600,608203.0,4397.0
794600,788069.0,6531.0
296100,293262.0,2838.0
863200,715617.0,147583.0
256900,256545.0,355.0
215000,213674.0,1326.0
1750000,1657868.0,92132.0
269600,267857.0,1743.0
709600,678639.0,30961.0
259000,259265.0,-265.0
582400,578410.0,3990.0
257900,257061.0,839.0
502100,522597.0,-20497.0
209000,208169.0,831.0
899300,901640.0,-2340.0
428400,428190.0,210.0
501500,534374.0,-32874.0
337100,336378.0,722.0
489100,495742.0,-6642.0
401700,403484.0,-1784.0
376300,376161.0,139.0
442900,446423.0,-3523.0
219000,219670.0,-670.0
280900,283547.0,-2647.0
188100,188088.0,12.0
262900,264447.0,-1547.0
469600,467078.0,2522.0
244000,244666.0,-666.0
311400,311520.0,-120.0
269400,268814.0,586.0
275000,275964.0,-964.0
287800,297068.0,-9268.0
604800,603082.0,1718.0
295900,296000.0,-100.0
222900,222688.0,212.0
452000,447781.0,4219.0
241300,241359.0,-59.0
568500,572864.0,-4364.0
499800,501028.0,-1228.0
287800,287361.0,439.0
428800,422395.0,6405.0
329800,327863.0,1937.0
955500,948719.0,6781.0
372300,375289.0,-2989.0
490300,489333.0,967.0
450600,450471.0,129.0
267300,267351.0,-51.0
450000,459845.0,-9845.0
627100,621741.0,5359.0
229400,229362.0,38.0
346500,349132.0,-2632.0
273400,277199.0,-3799.0
267200,277246.0,-10046.0
986900,898173.0,88727.0
367500,367846.0,-346.0
233400,233327.0,73.0
270500,274329.0,-3829.0
343400,347011.0,-3611.0
308300,308538.0,-238.0
433700,420934.0,12766.0
336500,330885.0,5615.0
251500,252628.0,-1128.0
303800,303294.0,506.0
269500,286568.0,-17068.0
228000,228137.0,-137.0
239500,239548.0,-48.0
385400,392965.0,-7565.0
455600,459968.0,-4368.0
541500,554003.0,-12503.0
214800,215201.0,-401.0
520000,682562.0,-162562.0
505300,517257.0,-11957.0
242000,242212.0,-212.0
469700,483443.0,-13743.0
411500,406967.0,4533.0
286400,287385.0,-985.0
262700,262131.0,569.0
822500,791977.0,30523.0
288700,289419.0,-719.0
468600,467357.0,1243.0
540400,535368.0,5032.0
351700,352897.0,-1197.0
814100,786896.0,27204.0
287300,294873.0,-7573.0
564700,567565.0,-2865.0
842000,851283.0,-9283.0
328900,331556.0,-2656.0
501200,498727.0,2473.0
238800,239756.0,-956.0
335900,336767.0,-867.0
450800,450233.0,567.0
320700,319811.0,889.0
218000,216526.0,1474.0
635000,636452.0,-1452.0
266600,266472.0,128.0
423300,420526.0,2774.0
230400,229963.0,437.0
557200,545717.0,11483.0
335200,334033.0,1167.0
268300,267703.0,597.0
282700,282255.0,445.0
231200,231113.0,87.0
348600,348795.0,-195.0
361800,356337.0,5463.0
393700,396519.0,-2819.0
416100,418018.0,-1918.0
138400,138109.0,291.0
357600,363128.0,-5528.0
297200,298273.0,-1073.0
304000,305879.0,-1879.0
322500,317818.0,4682.0
364600,362050.0,2550.0
513600,511674.0,1926.0
361800,317400.0,44400.0
850000,856309.0,-6309.0
305000,304918.0,82.0
313000,312335.0,665.0
300600,300807.0,-207.0
197500,198316.0,-816.0
357500,362157.0,-4657.0
337700,337787.0,-87.0
250100,251508.0,-1408.0
223300,224858.0,-1558.0
333300,332218.0,1082.0
358000,358379.0,-379.0
544000,580395.0,-36395.0
458200,460942.0,-2742.0
357500,359334.0,-1834.0
437100,436288.0,812.0
243800,243052.0,748.0
278000,278607.0,-607.0
373300,366412.0,6888.0
339100,341518.0,-2418.0
223200,223434.0,-234.0
79800,81839.0,-2039.0
234900,236924.0,-2024.0
1002500,994389.0,8111.0
247700,245319.0,2381.0
423800,421649.0,2151.0
210600,211819.0,-1219.0
377700,375273.0,2427.0
1100000,957010.0,142990.0
378700,378499.0,201.0
607100,609586.0,-2486.0
366400,362440.0,3960.0
240100,239972.0,128.0
425600,436138.0,-10538.0
334500,334563.0,-63.0
318300,318047.0,253.0
492100,493050.0,-950.0
285400,286991.0,-1591.0
513700,521020.0,-7320.0
810600,786446.0,24154.0
257700,258892.0,-1192.0
280900,280716.0,184.0
94300,98921.0,-4621.0
489300,491350.0,-2050.0
347100,314302.0,32798.0
206400,206386.0,14.0
338400,340156.0,-1756.0
153100,152322.0,778.0
351800,353271.0,-1471.0
779200,763359.0,15841.0
484400,491396.0,-6996.0
536700,545042.0,-8342.0
1074100,1046929.0,27171.0
233600,235860.0,-2260.0
236800,238169.0,-1369.0
788500,762408.0,26092.0
506600,510602.0,-4002.0
215600,213967.0,1633.0
435300,437482.0,-2182.0
396300,396545.0,-245.0
366700,369320.0,-2620.0
267500,268066.0,-566.0
431500,431711.0,-211.0
147400,147159.0,241.0
356100,353120.0,2980.0
247600,234791.0,12809.0
597900,618889.0,-20989.0
192600,193047.0,-447.0
238700,235668.0,3032.0
299900,300164.0,-264.0
513700,506849.0,6851.0
373400,372930.0,470.0
345200,342841.0,2359.0
675000,705693.0,-30693.0
607100,599619.0,7481.0
251300,250411.0,889.0
423000,398436.0,24564.0
330700,333263.0,-2563.0
330100,327374.0,2726.0
423600,422421.0,1179.0
231600,229560.0,2040.0
334800,336122.0,-1322.0
207000,206318.0,682.0
220000,219760.0,240.0
249000,248696.0,304.0
320500,319879.0,621.0
279400,292446.0,-13046.0
226100,226914.0,-814.0
496400,473291.0,23109.0
211500,211026.0,474.0
417300,410582.0,6718.0
195300,195770.0,-470.0
596400,564792.0,31608.0
484800,475898.0,8902.0
236200,236065.0,135.0
263400,263792.0,-392.0
356000,357829.0,-1829.0
370900,371241.0,-341.0
325300,355477.0,-30177.0
296100,293672.0,2428.0
221600,220452.0,1148.0
826500,837317.0,-10817.0
584300,595810.0,-11510.0
758700,726842.0,31858.0
237500,237269.0,231.0
464000,461468.0,2532.0
363700,364306.0,-606.0
306000,309771.0,-3771.0
340500,342775.0,-2275.0
652900,648008.0,4892.0
252400,252844.0,-444.0
248000,248536.0,-536.0
365300,364564.0,736.0
324100,323055.0,1045.0
268000,268227.0,-227.0
428900,443584.0,-14684.0
593800,596540.0,-2740.0
252000,251378.0,622.0
261200,260604.0,596.0
359600,323628.0,35972.0
212500,227272.0,-14772.0
381000,380354.0,646.0
228700,228681.0,19.0
196600,196592.0,8.0
214500,211383.0,3117.0
492500,488973.0,3527.0
209800,211252.0,-1452.0
225900,224853.0,1047.0
30000,43898.0,-13898.0
464900,470388.0,-5488.0
587600,584416.0,3184.0
249300,249405.0,-105.0
371800,372158.0,-358.0
310200,309900.0,300.0
614000,605805.0,8195.0
283300,281810.0,1490.0
239400,239303.0,97.0
460900,455317.0,5583.0
191400,191574.0,-174.0
390800,345025.0,45775.0
441000,438615.0,2385.0
255600,254947.0,653.0
250100,247648.0,2452.0
241300,242018.0,-718.0
353800,346342.0,7458.0
425100,424516.0,584.0
217200,218530.0,-1330.0
551500,548133.0,3367.0
360900,360037.0,863.0
297600,293982.0,3618.0
259500,267048.0,-7548.0
255800,257148.0,-1348.0
194600,193958.0,642.0
587400,592364.0,-4964.0
253300,278795.0,-25495.0
238500,238599.0,-99.0
553100,553027.0,73.0
430400,431544.0,-1144.0
505700,504555.0,1145.0
545500,544639.0,861.0
253500,254434.0,-934.0
380100,376726.0,3374.0
667100,658508.0,8592.0
241100,240584.0,516.0
211000,210330.0,670.0
164900,164644.0,256.0
284600,285273.0,-673.0
256000,251669.0,4331.0
226300,226653.0,-353.0
337700,338580.0,-880.0
326100,327872.0,-1772.0
756500,765734.0,-9234.0
314800,318269.0,-3469.0
506000,504258.0,1742.0
289000,283614.0,5386.0
444300,449357.0,-5057.0
243900,244676.0,-776.0
488100,474017.0,14083.0
233200,233062.0,138.0
425000,420893.0,4107.0
413500,426491.0,-12991.0
345300,330608.0,14692.0
273200,273806.0,-606.0
256900,260694.0,-3794.0
263800,265621.0,-1821.0
171500,178503.0,-7003.0
399300,410270.0,-10970.0
322000,322587.0,-587.0
220500,220896.0,-396.0
450500,451639.0,-1139.0
465500,462174.0,3326.0
418300,376679.0,41621.0
444000,445747.0,-1747.0
369600,367743.0,1857.0
505000,504453.0,547.0
504200,500736.0,3464.0
239000,238719.0,281.0
243900,243219.0,681.0
466800,462760.0,4040.0
446100,450123.0,-4023.0
452700,449600.0,3100.0
230600,229303.0,1297.0
127700,127941.0,-241.0
224800,229377.0,-4577.0
434900,434244.0,656.0
484900,482788.0,2112.0
389700,381715.0,7985.0
671000,684285.0,-13285.0
563200,563141.0,59.0
265800,264641.0,1159.0
420400,419893.0,507.0
491100,488989.0,2111.0
573500,574523.0,-1023.0
480500,464643.0,15857.0
281700,280112.0,1588.0
1005800,992630.0,13170.0
378000,375423.0,2577.0
276400,280013.0,-3613.0
298600,296535.0,2065.0
599000,587523.0,11477.0
356700,356373.0,327.0
240400,240687.0,-287.0
219600,220842.0,-1242.0
331400,330298.0,1102.0
615700,627492.0,-11792.0
332100,321660.0,10440.0
151500,151051.0,449.0
451900,448060.0,3840.0
583300,574270.0,9030.0
577300,570067.0,7233.0
