date,median_sale_price
2023-03-01,224800
2023-03-01,441400
2023-03-01,542000
2023-03-01,262900
2023-03-01,252700
2023-03-01,558400
2023-03-01,563400
2023-03-01,423100
2023-03-01,179200
2023-03-01,303100
2023-03-01,270300
2023-03-01,624800
2023-03-01,742000
2023-03-01,581100
2023-03-01,260400
2023-03-01,329400
2023-03-01,243900
2023-03-01,849300
2023-03-01,220400
2023-03-01,625500
2023-03-01,405000
2023-03-01,372400
2023-03-01,239700
2023-03-01,634400
2023-03-01,346400
2023-03-01,274500
2023-03-01,253300
2023-03-01,247300
2023-03-01,399500
2023-03-01,566200
2023-03-01,425000
2023-03-01,262600
2023-03-01,248700
2023-03-01,376600
2023-03-01,340600
2023-03-01,442900
2023-03-01,397700
2023-03-01,366800
2023-03-01,342500
2023-03-01,203800
2023-03-01,435200
2023-03-01,322400
2023-03-01,224900
2023-03-01,493600
2023-03-01,277100
2023-03-01,243600
2023-03-01,333000
2023-03-01,233600
2023-03-01,210000
2023-03-01,209800
2023-03-01,608700
2023-03-01,195800
2023-03-01,441600
2023-03-01,345300
2023-03-01,187500
2023-03-01,765900
2023-03-01,436800
2023-03-01,334000
2023-03-01,282900
2023-03-01,322300
2023-03-01,920000
2023-03-01,295100
2023-03-01,231500
2023-03-01,431300
2023-03-01,432000
2023-03-01,235600
2023-03-01,501300
2023-03-01,290100
2023-03-01,241300
2023-03-01,400000
2023-03-01,257000
2023-03-01,481100
2023-03-01,433800
2023-03-01,405900
2023-03-01,310500
2023-03-01,258400
2023-03-01,540400
2023-03-01,452000
2023-03-01,141700
2023-03-01,273100
2023-03-01,321200
2023-03-01,338700
2023-03-01,484400
2023-03-01,434000
2023-03-01,308700
2023-03-01,614000
2023-03-01,320300
2023-03-01,274400
2023-03-01,279600
2023-03-01,252000
2023-03-01,255200
2023-03-01,225100
2023-03-01,300000
2023-03-01,292800
2023-03-01,529600
2023-03-01,992900
2023-03-01,340300
2023-03-01,300400
2023-03-01,1033200
2023-03-01,361000
2023-03-01,244300
2023-03-01,418800
2023-03-01,375600
2023-03-01,360600
2023-03-01,789000
2023-03-01,362500
2023-03-01,387400
2023-03-01,494000
2023-03-01,224100
2023-03-01,275500
2023-03-01,413400
2023-03-01,218100
2023-03-01,604100
2023-03-01,341500
2023-03-01,419000
2023-03-01,350000
2024-03-01,290500
2024-03-01,389700
2024-03-01,439200
2024-03-01,434100
2024-03-01,287200
2024-03-01,313500
2024-03-01,432000
2024-03-01,471200
2024-03-01,209000
2024-03-01,434800
2024-03-01,444800
2024-03-01,175700
2024-03-01,544600
2024-03-01,497500
2024-03-01,208100
2024-03-01,211600
2024-03-01,224600
2024-03-01,165100
2024-03-01,288600
2024-03-01,515500
2024-03-01,254900
2024-03-01,268700
2024-03-01,235800
2024-03-01,273400
2024-03-01,750000
2024-03-01,40000
2024-03-01,514700
2024-03-01,663400
2024-03-01,818100
2024-03-01,385500
2024-03-01,301000
2024-03-01,201600
2024-03-01,534700
2024-03-01,243700
2024-03-01,215200
2024-03-01,241800
2024-03-01,420000
2024-03-01,361500
2024-03-01,254900
2024-03-01,816900
2024-03-01,369700
2024-03-01,564200
2024-03-01,964900
2024-03-01,366200
2024-03-01,247700
2024-03-01,2359600
2024-03-01,268900
2024-03-01,470200
2024-03-01,330200
2024-03-01,388800
2024-03-01,552900
2024-03-01,314000
2024-03-01,336400
2024-03-01,840000
2024-03-01,389600
2024-03-01,276300
2024-03-01,281900
2024-03-01,242100
2024-03-01,273900
2024-03-01,365600
2024-03-01,310100
2024-03-01,241100
2024-03-01,228700
2024-03-01,324100
2024-03-01,322200
2024-03-01,259000
2024-03-01,341200
2024-03-01,268800
2024-03-01,431300
2024-03-01,385500
2024-03-01,484300
2024-03-01,325000
2024-03-01,440600
2024-03-01,365600
2024-03-01,447700
2024-03-01,388100
2024-03-01,182500
2024-03-01,644300
2024-03-01,237500
2024-03-01,249600
2024-03-01,637900
2024-03-01,406100
2024-03-01,346800
2024-03-01,169300
2024-03-01,272600
2024-03-01,73100
2024-03-01,316700
2024-03-01,243700
2024-03-01,330500
2024-03-01,242100
2024-03-01,201900
2024-03-01,314100
2024-03-01,292000
2024-03-01,609600
2024-03-01,281200
2024-03-01,370000
2024-03-01,264800
2024-03-01,402900
2024-03-01,467100
2024-03-01,280400
2024-03-01,466400
2024-03-01,479100
2024-03-01,530100
2024-03-01,492800
2024-03-01,181400
2024-03-01,1179600
2024-03-01,367500
2024-03-01,487100
2024-03-01,469400
2024-03-01,414200
2024-03-01,391600
2024-03-01,274700
2024-03-01,245600
2024-03-01,242200
2024-03-01,476300
2024-03-01,174500
2024-03-01,378900
2024-03-01,460600
2024-03-01,332600
2024-03-01,247600
2024-03-01,247300
2024-03-01,271600
2024-03-01,692200
2024-03-01,315400
2024-03-01,345000
2024-03-01,544900
2024-03-01,623100
2024-03-01,662700
2024-03-01,666900
2024-03-01,399000
2024-03-01,431500
2024-03-01,332500
2024-03-01,430100
2024-03-01,835000
2024-03-01,161300
2024-03-01,476500
2024-03-01,254600
2024-03-01,335400
2024-03-01,392700
2024-03-01,219700
2024-03-01,1847600
2024-03-01,648100
2024-03-01,277400
2024-03-01,282600
2024-03-01,618700
2024-03-01,276700
2024-03-01,377200
2024-03-01,241800
2024-03-01,495100
2024-03-01,164500
2024-03-01,393100
2024-03-01,241900
2024-03-01,329600
2024-03-01,251300
2024-03-01,288300
2024-03-01,265200
2024-03-01,360400
2024-03-01,255200
2024-03-01,267500
2024-03-01,586200
2024-03-01,255300
2024-03-01,382800
2024-03-01,329000
2024-03-01,313300
2024-03-01,387300
2024-03-01,444000
2024-03-01,253300
2024-03-01,360800
2024-03-01,317000
2024-03-01,370400
2024-03-01,500500
2024-03-01,369300
2024-03-01,480800
2024-03-01,259400
2024-03-01,341700
2024-03-01,854800
2024-03-01,415900
2024-03-01,352500
2024-03-01,436100
2024-03-01,199300
2024-03-01,269900
2024-03-01,848700
2024-03-01,641800
2024-03-01,124100
2024-03-01,387800
2024-03-01,253500
2024-03-01,335000
2024-03-01,265900
2024-03-01,177300
2024-03-01,314000
2024-03-01,695900
2024-03-01,312500
2024-03-01,435700
2024-03-01,282400
2024-03-01,501200
2024-03-01,538500
2024-03-01,259900
2024-03-01,479000
2024-03-01,293000
2024-03-01,699300
2024-03-01,296000
2024-03-01,225900
2024-03-01,415000
2024-03-01,177500
2024-03-01,674200
2024-03-01,539500
2024-03-01,259200
2024-03-01,248300
2024-03-01,477700
2024-03-01,996100
2024-03-01,252200
2024-03-01,464800
2024-03-01,449000
2024-03-01,261800
2024-03-01,315500
2024-03-01,336300
2024-03-01,516200
2024-03-01,182700
2024-03-01,356800
2024-03-01,353600
2024-03-01,439200
2024-03-01,293100
2024-03-01,340400
2024-03-01,307900
2024-03-01,378600
2024-03-01,497200
2024-03-01,702400
2024-03-01,641500
2024-03-01,461000
2024-03-01,592500
2024-03-01,344100
2024-03-01,205600
2024-03-01,326800
2024-03-01,465500
2024-03-01,537300
2024-03-01,306600
2024-03-01,515200
2024-03-01,445200
2024-03-01,147900
2024-03-01,1016700
2024-03-01,624500
2024-03-01,275500
2024-03-01,515000
2024-03-01,602100
2024-03-01,197700
2024-03-01,288300
2024-03-01,276400
2024-03-01,239900
2024-03-01,236900
2024-03-01,247700
2023-04-01,415900
2023-04-01,274600
2023-04-01,433100
2023-04-01,684500
2023-04-01,250300
2023-04-01,717100
2023-04-01,344900
2023-04-01,561800
2023-04-01,218600
2023-04-01,490500
2023-04-01,382900
2023-04-01,249700
2023-04-01,145800
2023-04-01,458200
2023-04-01,201000
2023-04-01,254900
2023-04-01,263100
2023-04-01,949300
2023-04-01,269300
2023-04-01,255200
2023-04-01,302500
2023-04-01,184700
2023-04-01,123800
2023-04-01,343100
2023-04-01,222700
2023-04-01,300600
2023-04-01,285200
2023-04-01,216000
2023-04-01,676500
2023-04-01,227700
2023-04-01,586100
2023-04-01,253500
2023-04-01,324200
2023-04-01,227600
2023-04-01,265700
2023-04-01,365300
2023-04-01,271100
2023-04-01,1115000
2023-04-01,330400
2023-04-01,419300
2023-04-01,453100
2023-04-01,274900
2023-04-01,231500
2023-04-01,251800
2023-04-01,455600
2023-04-01,274700
2023-04-01,241800
2023-04-01,461600
2023-04-01,599400
2023-04-01,259800
2023-04-01,377200
2023-04-01,414300
2023-04-01,443600
2023-04-01,519200
2023-04-01,273800
2023-04-01,498900
2023-04-01,271300
2023-04-01,549500
2023-04-01,336900
2023-04-01,506200
2023-04-01,415200
2023-04-01,564400
2023-04-01,464400
2023-04-01,440100
2023-04-01,198900
2023-04-01,385200
2023-04-01,274300
2023-04-01,168800
2023-04-01,475800
2023-04-01,616800
2023-04-01,435900
2023-04-01,353600
2023-04-01,537300
2023-04-01,412500
2023-04-01,568200
2023-04-01,331700
2023-04-01,272700
2023-04-01,252000
2023-04-01,624800
2023-04-01,337400
2023-04-01,341200
2023-04-01,264700
2023-04-01,221300
2023-04-01,371100
2023-04-01,406100
2023-04-01,276800
2023-04-01,348700
2023-04-01,399500
2023-04-01,289600
2023-04-01,526200
2023-04-01,280000
2023-04-01,537100
2023-04-01,368500
2023-04-01,629200
2023-04-01,324000
2023-04-01,203300
2023-04-01,205800
2023-04-01,264200
2023-04-01,201700
2023-04-01,202900
2023-04-01,780000
2023-04-01,304600
2023-04-01,595100
2023-04-01,243300
2023-04-01,286300
2023-04-01,441400
2023-04-01,165600
2023-04-01,196500
2023-04-01,372600
2023-04-01,242000
2023-04-01,259400
2023-04-01,435200
2023-04-01,573800
2023-04-01,358600
2023-04-01,485600
2023-04-01,789100
2023-04-01,452600
2023-04-01,992500
2023-04-01,227700
2023-04-01,319400
2023-04-01,430700
2023-04-01,243800
2023-04-01,256000
2023-04-01,776000
2023-04-01,465100
2023-04-01,508400
2023-04-01,293600
2023-04-01,616700
2023-04-01,313300
2023-04-01,246700
2023-04-01,442700
2023-04-01,229000
2023-04-01,330200
2023-04-01,230000
2023-04-01,248600
2023-04-01,315100
2023-04-01,213500
2023-04-01,309100
2023-04-01,243000
2023-04-01,326600
2023-04-01,194600
2023-04-01,433900
2023-04-01,429700
2023-04-01,670000
2023-04-01,374200
2023-04-01,344400
2023-04-01,1155000
2023-04-01,386600
2023-04-01,422300
2023-04-01,377600
2023-04-01,260000
2023-04-01,364500
2023-04-01,586200
2023-04-01,495400
2023-04-01,336800
2023-04-01,148800
2023-04-01,240800
2023-04-01,278500
2023-04-01,202800
2023-04-01,297800
2023-04-01,223700
2023-04-01,340400
2023-04-01,166000
2023-04-01,221800
2023-04-01,374700
2023-04-01,588300
2023-04-01,282200
2023-04-01,302300
2023-04-01,186200
2023-04-01,539100
2023-04-01,251800
2023-04-01,489800
2023-04-01,242400
2023-04-01,140600
2023-04-01,243700
2023-04-01,237000
2023-04-01,379200
2023-04-01,1287000
2023-04-01,293900
2023-04-01,582200
2023-04-01,490900
2023-04-01,634900
2023-04-01,231500
2023-04-01,512800
2023-04-01,252800
2023-04-01,329300
2023-04-01,249900
2023-04-01,440000
2023-04-01,763700
2023-04-01,155500
2023-04-01,246300
2023-04-01,358600
2023-04-01,317900
2023-04-01,413700
2023-04-01,358800
2023-04-01,460500
2023-04-01,316500
2023-04-01,558000
2023-04-01,383900
2023-04-01,640300
2023-04-01,233100
2023-04-01,358000
2023-04-01,246000
2023-04-01,301900
2023-04-01,367900
2023-04-01,241600
2023-04-01,355600
2023-04-01,345000
2023-04-01,283800
2023-04-01,190700
2023-04-01,175000
2023-04-01,510200
2023-04-01,224900
2023-04-01,242700
2023-04-01,455200
2023-04-01,517400
2023-04-01,401300
2023-04-01,829700
2023-04-01,361300
2023-04-01,652600
2023-04-01,182000
2023-04-01,347000
2023-04-01,498100
2023-04-01,505000
2023-04-01,188900
2023-04-01,333600
2023-04-01,378000
2023-04-01,360600
2023-04-01,381800
2023-04-01,236200
2023-04-01,447000
2023-04-01,235800
2023-04-01,269600
2023-04-01,248500
2023-04-01,423300
2023-04-01,379900
2023-04-01,361900
2023-04-01,188000
2023-04-01,434800
2023-04-01,213300
2023-04-01,293000
2023-04-01,312000
2023-04-01,235000
2023-04-01,179700
2023-04-01,417600
2023-04-01,556600
2023-04-01,96800
2023-04-01,350100
2023-04-01,323800
2023-04-01,267500
2024-04-01,283800
2024-04-01,276400
2024-04-01,407600
2024-04-01,164700
2024-04-01,338900
2024-04-01,450700
2024-04-01,337600
2024-04-01,264400
2024-04-01,390200
2024-04-01,491000
2024-04-01,213800
2024-04-01,282300
2024-04-01,295300
2024-04-01,623500
2024-04-01,276900
2024-04-01,175000
2024-04-01,239500
2024-04-01,430200
2024-04-01,246900
2024-04-01,360000
2024-04-01,481700
2024-04-01,238800
2024-04-01,401300
2024-04-01,1004300
2024-04-01,180500
2024-04-01,456100
2024-04-01,438600
2024-04-01,403800
2024-04-01,168200
2024-04-01,481600
2024-04-01,156900
2024-04-01,384400
2024-04-01,239200
2024-04-01,321300
2024-04-01,315400
2024-04-01,381600
2024-04-01,208800
2024-04-01,306500
2024-04-01,300100
2024-04-01,388300
2024-04-01,265600
2024-04-01,247300
2024-04-01,387900
2024-04-01,214800
2024-04-01,249700
2024-04-01,478400
2024-04-01,842500
2024-04-01,429000
2024-04-01,940200
2024-04-01,260500
2024-04-01,513700
2024-04-01,1392100
2024-04-01,534700
2024-04-01,792100
2024-04-01,593300
2024-04-01,223100
2024-04-01,194000
2024-04-01,350100
2024-04-01,425200
2024-04-01,254800
2024-04-01,486700
2024-04-01,191000
2024-04-01,126500
2024-04-01,467600
2024-04-01,523800
2024-04-01,988200
2024-04-01,275700
2024-04-01,265700
2024-04-01,455000
2024-04-01,367000
2024-04-01,595200
2024-04-01,388900
2024-04-01,255300
2024-04-01,484700
2024-04-01,303200
2024-04-01,1095700
2024-04-01,315100
2024-04-01,260400
2024-04-01,505000
2024-04-01,277100
2024-04-01,256600
2024-04-01,553000
2024-04-01,471400
2024-04-01,400300
2024-04-01,345000
2024-04-01,605200
2024-04-01,532500
2024-04-01,853400
2024-04-01,296100
2024-04-01,292700
2024-04-01,367100
2024-04-01,446200
2024-04-01,289400
2024-04-01,448400
2024-04-01,256700
2024-04-01,432800
2024-04-01,545700
2024-04-01,241400
2024-04-01,459500
2024-04-01,558700
2024-04-01,207400
2024-04-01,548900
2024-04-01,288700
2024-04-01,324000
2024-04-01,252400
2024-04-01,304800
2024-04-01,327600
2024-04-01,509800
2024-04-01,440000
2024-04-01,526400
2024-04-01,609400
2024-04-01,782900
2024-04-01,280200
2024-04-01,479900
2024-04-01,297000
2024-04-01,358100
2024-04-01,256400
2024-04-01,667900
2024-04-01,258700
2024-04-01,382200
2024-04-01,492700
2024-04-01,353900
2024-04-01,324400
2024-04-01,699500
2024-04-01,419100
2024-04-01,342600
2024-04-01,681400
2024-04-01,343200
2024-04-01,270200
2024-04-01,680900
2024-04-01,497300
2024-04-01,378100
2024-04-01,627900
2024-04-01,294900
2024-04-01,380400
2024-04-01,295000
2024-04-01,221700
2024-04-01,476500
2024-04-01,379200
2024-04-01,376100
2024-04-01,330100
2024-04-01,376300
2024-04-01,653800
2024-04-01,287400
2024-04-01,272000
2024-04-01,535900
2024-04-01,258900
2024-04-01,549400
2024-04-01,351400
2024-04-01,265900
2024-04-01,588100
2024-04-01,160500
2024-04-01,482500
2024-04-01,295900
2024-04-01,351400
2024-04-01,223000
2024-04-01,352500
2024-04-01,284900
2024-04-01,408600
2024-04-01,241800
2024-04-01,396900
2024-04-01,190500
2024-04-01,650700
2024-04-01,222200
2024-04-01,244400
2024-04-01,440800
2024-04-01,290000
2024-04-01,220300
2024-04-01,233600
2024-04-01,343000
2024-04-01,351100
2024-04-01,891900
2024-04-01,265700
2024-04-01,777600
2024-04-01,260500
2024-04-01,482200
2024-04-01,622200
2024-04-01,762100
2024-04-01,423300
2024-04-01,320600
2024-04-01,289500
2024-04-01,232200
2024-04-01,268000
2024-04-01,265800
2024-04-01,549300
2024-04-01,537300
2024-04-01,375100
2024-04-01,261100
2024-04-01,433800
2024-04-01,514200
2024-04-01,655100
2024-04-01,505600
2024-04-01,393500
2024-04-01,240100
2024-04-01,281800
2024-04-01,492800
2024-04-01,401300
2024-04-01,268800
2024-04-01,452200
2024-04-01,391300
2024-04-01,512500
2024-04-01,416100
2024-04-01,705600
2024-04-01,570900
2024-04-01,438500
2024-04-01,484800
2024-04-01,869900
2024-04-01,291600
2024-04-01,258300
2024-04-01,151500
2024-04-01,287800
2024-04-01,260900
2024-04-01,259000
2024-04-01,320200
2024-04-01,343100
2024-04-01,523300
2024-04-01,308200
2024-04-01,508200
2024-04-01,370600
2024-04-01,389200
2024-04-01,634100
2024-04-01,456200
2024-04-01,255300
2024-04-01,243400
2024-04-01,218500
2024-04-01,233200
2024-04-01,890000
2024-04-01,226100
2024-04-01,402300
2024-04-01,339300
2024-04-01,274500
2024-04-01,238300
2024-04-01,477200
2024-04-01,150800
2024-04-01,239000
2024-04-01,354300
2024-04-01,738400
2024-04-01,961000
2024-04-01,192200
2024-04-01,312600
2024-04-01,378900
2024-04-01,558700
2024-04-01,365000
2024-04-01,104600
2024-04-01,276400
2024-04-01,301800
2024-04-01,420000
2024-04-01,218100
2023-05-01,320400
2023-05-01,315600
2023-05-01,325700
2023-05-01,258800
2023-05-01,659400
2023-05-01,293700
2023-05-01,468300
2023-05-01,583300
2023-05-01,256100
2023-05-01,234400
2023-05-01,391700
2023-05-01,334000
2023-05-01,256600
2023-05-01,244400
2023-05-01,368900
2023-05-01,394100
2023-05-01,344000
2023-05-01,306100
2023-05-01,487400
2023-05-01,214700
2023-05-01,443900
2023-05-01,1648300
2023-05-01,443300
2023-05-01,518300
2023-05-01,548300
2023-05-01,265800
2023-05-01,537900
2023-05-01,407200
2023-05-01,319500
2023-05-01,460300
2023-05-01,204100
2023-05-01,422300
2023-05-01,375700
2023-05-01,259700
2023-05-01,172300
2023-05-01,188900
2023-05-01,320300
2023-05-01,246200
2023-05-01,251900
2023-05-01,259800
2023-05-01,506300
2023-05-01,393900
2023-05-01,641700
2023-05-01,345600
2023-05-01,240200
2023-05-01,236900
2023-05-01,365500
2023-05-01,326400
2023-05-01,335200
2023-05-01,264600
2023-05-01,260000
2023-05-01,439900
2023-05-01,532600
2023-05-01,409400
2023-05-01,302800
2023-05-01,362900
2023-05-01,293500
2023-05-01,180800
2023-05-01,481800
2023-05-01,451300
2023-05-01,260600
2023-05-01,141600
2023-05-01,356000
2023-05-01,563500
2023-05-01,644900
2023-05-01,247900
2023-05-01,335800
2023-05-01,472200
2023-05-01,247200
2023-05-01,626900
2023-05-01,249900
2023-05-01,265900
2023-05-01,305700
2023-05-01,421800
2023-05-01,251500
2023-05-01,552100
2023-05-01,496900
2023-05-01,230400
2023-05-01,236700
2023-05-01,700300
2023-05-01,229900
2023-05-01,474800
2023-05-01,284000
2023-05-01,329300
2023-05-01,434500
2023-05-01,445300
2023-05-01,253100
2023-05-01,438700
2023-05-01,441500
2023-05-01,148400
2023-05-01,812900
2023-05-01,456600
2023-05-01,570300
2023-05-01,268100
2023-05-01,290100
2023-05-01,320300
2023-05-01,613500
2023-05-01,488700
2023-05-01,298000
2023-05-01,576000
2023-05-01,211100
2023-05-01,357000
2023-05-01,296400
2023-05-01,282400
2023-05-01,317900
2023-05-01,274000
2023-05-01,457400
2023-05-01,342400
2023-05-01,372500
2023-05-01,408200
2023-05-01,249700
2023-05-01,298200
2023-05-01,272200
2023-05-01,94500
2023-05-01,229700
2023-05-01,377600
2023-05-01,393000
2023-05-01,379500
2023-05-01,294100
2023-05-01,451900
2023-05-01,528100
2023-05-01,341500
2023-05-01,357600
2023-05-01,619700
2023-05-01,640000
2023-05-01,672500
2023-05-01,268400
2023-05-01,121600
2023-05-01,927600
2023-05-01,248800
2023-05-01,298700
2023-05-01,485800
2023-05-01,249300
2023-05-01,228000
2023-05-01,571200
2023-05-01,290100
2023-05-01,204000
2023-05-01,233800
2023-05-01,454000
2023-05-01,197000
2023-05-01,340200
2023-05-01,263700
2023-05-01,675000
2023-05-01,296700
2023-05-01,184400
2023-05-01,510200
2023-05-01,334200
2023-05-01,294600
2023-05-01,435900
2023-05-01,350000
2023-05-01,198300
2023-05-01,518200
2023-05-01,555200
2023-05-01,617700
2023-05-01,208300
2023-05-01,383100
2023-05-01,334600
2023-05-01,783500
2023-05-01,560900
2023-05-01,1237500
2023-05-01,385600
2023-05-01,326400
2023-05-01,361000
2023-05-01,257100
2023-05-01,459400
2023-05-01,132200
2023-05-01,441200
2023-05-01,217300
2023-05-01,241500
2023-05-01,268800
2023-05-01,208100
2023-05-01,190600
2023-05-01,386900
2023-05-01,534700
2023-05-01,222200
2023-05-01,982500
2023-05-01,360800
2023-05-01,251300
2023-05-01,229100
2023-05-01,180200
2023-05-01,466300
2023-05-01,256600
2023-05-01,327200
2023-05-01,300400
2023-05-01,250000
2023-05-01,294900
2023-05-01,353800
2023-05-01,382200
2023-05-01,282400
2023-05-01,802100
2023-05-01,369000
2023-05-01,208400
2023-05-01,334500
2023-05-01,284900
2023-05-01,452600
2023-05-01,258400
2023-05-01,417800
2023-05-01,279200
2023-05-01,298500
2023-05-01,794500
2023-05-01,236600
2023-05-01,459300
2023-05-01,627800
2023-05-01,260500
2023-05-01,260500
2023-05-01,256000
2023-05-01,274600
2023-05-01,950100
2023-05-01,317600
2023-05-01,188700
2023-05-01,598700
2023-05-01,312600
2023-05-01,511500
2023-05-01,368300
2023-05-01,628900
2023-05-01,465400
2023-05-01,296800
2023-05-01,526600
2023-05-01,498000
2023-05-01,666400
2023-05-01,374100
2023-05-01,348200
2023-05-01,277800
2023-05-01,241000
2023-05-01,399800
2023-05-01,255400
2023-05-01,385600
2023-05-01,249700
2023-05-01,335300
2023-05-01,264900
2023-05-01,306400
2023-05-01,161100
2023-05-01,372500
2023-05-01,286900
2023-05-01,427600
2023-05-01,810000
2023-05-01,281100
2023-05-01,361500
2023-05-01,718200
2023-05-01,561800
2023-05-01,510000
2023-05-01,428200
2023-05-01,418700
2023-05-01,337300
2023-05-01,475700
2023-05-01,233100
2023-05-01,467600
2023-05-01,525700
2023-05-01,422100
2023-05-01,513700
2024-05-01,547100
2024-05-01,340700
2024-05-01,251100
2024-05-01,420700
2024-05-01,474000
2024-05-01,326900
2024-05-01,591100
2024-05-01,266300
2024-05-01,367500
2024-05-01,695300
2024-05-01,292700
2024-05-01,451500
2024-05-01,392100
2024-05-01,522600
2024-05-01,171500
2024-05-01,881200
2024-05-01,274400
2024-05-01,469700
2024-05-01,240700
2024-05-01,326300
2024-05-01,850000
2024-05-01,271700
2024-05-01,280000
2024-05-01,216000
2024-05-01,565000
2024-05-01,325700
2024-05-01,254900
2024-05-01,258700
2024-05-01,281300
2024-05-01,281100
2024-05-01,544500
2024-05-01,316900
2024-05-01,266100
2024-05-01,370500
2024-05-01,277800
2024-05-01,200600
2024-05-01,296900
2024-05-01,325800
2024-05-01,456300
2024-05-01,351600
2024-05-01,260600
2024-05-01,243500
2024-05-01,384400
2024-05-01,289100
2024-05-01,287600
2024-05-01,1300000
2024-05-01,265700
2024-05-01,461400
2024-05-01,407900
2024-05-01,387400
2024-05-01,329300
2024-05-01,306600
2024-05-01,280000
2024-05-01,690000
2024-05-01,488300
2024-05-01,272400
2024-05-01,500500
2024-05-01,244700
2024-05-01,659100
2024-05-01,408000
2024-05-01,385700
2024-05-01,547300
2024-05-01,352300
2024-05-01,271500
2024-05-01,277300
2024-05-01,304500
2024-05-01,689000
2024-05-01,295300
2024-05-01,309700
2024-05-01,510300
2024-05-01,411600
2024-05-01,488800
2024-05-01,382800
2024-05-01,388000
2024-05-01,356000
2024-05-01,276400
2024-05-01,490100
2024-05-01,283200
2024-05-01,266800
2024-05-01,384000
2024-05-01,177900
2024-05-01,531100
2024-05-01,171700
2024-05-01,296200
2024-05-01,304100
2024-05-01,288300
2024-05-01,276600
2024-05-01,407800
2024-05-01,447600
2024-05-01,412600
2024-05-01,296800
2024-05-01,387400
2024-05-01,242900
2024-05-01,502700
2024-05-01,317900
2024-05-01,397300
2024-05-01,666500
2024-05-01,324600
2024-05-01,365300
2024-05-01,670400
2024-05-01,320600
2024-05-01,390600
2024-05-01,463200
2024-05-01,283300
2024-05-01,570000
2024-05-01,288200
2024-05-01,522900
2024-05-01,204600
2024-05-01,295100
2024-05-01,463700
2024-05-01,385900
2024-05-01,299900
2024-05-01,450400
2024-05-01,330100
2024-05-01,219500
2024-05-01,220800
2024-05-01,95500
2024-05-01,477400
2024-05-01,176900
2024-05-01,559000
2024-05-01,254100
2024-05-01,492500
2024-05-01,275400
2024-05-01,1096300
2024-05-01,859400
2024-05-01,211300
2024-05-01,400200
2024-05-01,185100
2024-05-01,263000
2024-05-01,405900
2024-05-01,655900
2024-05-01,454800
2024-05-01,557200
2024-05-01,343600
2024-05-01,335600
2024-05-01,411000
2024-05-01,519500
2024-05-01,237100
2024-05-01,754300
2024-05-01,322800
2024-05-01,356200
2024-05-01,279200
2024-05-01,243300
2024-05-01,585100
2024-05-01,393900
2024-05-01,520600
2024-05-01,267200
2024-05-01,988100
2024-05-01,229400
2024-05-01,405600
2024-05-01,356300
2024-05-01,485600
2024-05-01,392300
2024-05-01,542200
2024-05-01,308800
2024-05-01,409500
2024-05-01,441300
2024-05-01,262000
2024-05-01,258400
2024-05-01,305900
2024-05-01,540000
2024-05-01,113400
2024-05-01,342800
2024-05-01,249500
2024-05-01,602600
2024-05-01,300800
2024-05-01,643300
2024-05-01,135000
2024-05-01,446700
2024-05-01,496300
2024-05-01,385300
2024-05-01,622200
2024-05-01,122200
2024-05-01,904500
2024-05-01,298900
2024-05-01,531900
2024-05-01,347600
2024-05-01,343600
2024-05-01,361800
2024-05-01,215100
2024-05-01,260000
2024-05-01,424300
2024-05-01,359000
2024-05-01,969700
2024-05-01,325100
2024-05-01,921900
2024-05-01,400600
2024-05-01,360400
2024-05-01,347100
2024-05-01,506000
2024-05-01,533800
2024-05-01,267800
2024-05-01,441400
2024-05-01,493600
2024-05-01,270400
2024-05-01,233800
2024-05-01,215000
2024-05-01,656200
2024-05-01,273900
2024-05-01,886100
2024-05-01,699600
2024-05-01,574400
2024-05-01,556200
2024-05-01,488800
2024-05-01,458300
2024-05-01,540700
2024-05-01,267500
2024-05-01,403200
2024-05-01,376200
2024-05-01,472700
2024-05-01,336800
2024-05-01,279100
2024-05-01,492500
2024-05-01,260500
2024-05-01,345300
2024-05-01,264800
2024-05-01,439300
2024-05-01,388100
2024-05-01,1300000
2024-05-01,360000
2024-05-01,339000
2024-05-01,539000
2024-05-01,361800
2024-05-01,446500
2024-05-01,560900
2024-05-01,421600
2024-05-01,287500
2024-05-01,154700
2024-05-01,303200
2024-05-01,504900
2024-05-01,263300
2024-05-01,526900
2024-05-01,608700
2024-05-01,259000
2024-05-01,224100
2024-05-01,668700
2024-05-01,350000
2024-05-01,955500
2024-05-01,253800
2024-05-01,297200
2024-05-01,246000
2024-05-01,200000
2024-05-01,268100
2024-05-01,306200
2024-05-01,272300
2024-05-01,301700
2024-05-01,223300
2024-05-01,506700
2024-05-01,488600
2024-05-01,355500
2023-06-01,272600
2023-06-01,442300
2023-06-01,488900
2023-06-01,474600
2023-06-01,240900
2023-06-01,181300
2023-06-01,151000
2023-06-01,649800
2023-06-01,594300
2023-06-01,344400
2023-06-01,89100
2023-06-01,337000
2023-06-01,509000
2023-06-01,433900
2023-06-01,151500
2023-06-01,443100
2023-06-01,257000
2023-06-01,192400
2023-06-01,480100
2023-06-01,444400
2023-06-01,521000
2023-06-01,275400
2023-06-01,216100
2023-06-01,285000
2023-06-01,495400
2023-06-01,535100
2023-06-01,292200
2023-06-01,390800
2023-06-01,209200
2023-06-01,428500
2023-06-01,372400
2023-06-01,215500
2023-06-01,329800
